Season,Name,Team,IP,ERA,K/BB,AVG,WHIP,BABIP,FIP,LD%,GB%,FB%,IFFB%,HR/FB,xFIP,SwStr%,K%,BB%,K-BB%,SIERA,E-F,FA-Z (sc),Barrel%,HardHit%,xERA,Stf+ FA,Stuff+,Location+,Pitching+,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
2022,Chris Bassitt,NYM,181.2,3.418348815,3.40816327,0.232796486,1.144954193,0.281690141,3.657385161,0.171875,0.48828125,0.33984375,0.091954022,0.109195402,3.715647235,0.1004851,0.22416107,0.06577181,0.15838926,3.745443118,-0.239036345,7.784115746,0.06589147,0.32751938,,69.88783069,97.87792433,102.8704269,101.4161055,0.30429212,0.64981132,0.46292446,0.70736842,0.82462253,0.78293413,0.45911296,0.19161469,0.29209979,Chris Bassitt,12304,605135
2022,Hunter Greene,CIN,125.2,4.440318392,3.41666667,0.21987315,1.209549096,0.280701754,4.369725457,0.221498371,0.293159609,0.485342019,0.120805369,0.161073825,3.642205876,0.145,0.30885122,0.09039548,0.21845574,3.331366808,0.070592935,9.461523438,0.09385113,0.4012945,,135.5840506,130.5931694,100.4627505,105.4382969,0.31937984,0.72527473,0.48727273,0.55097087,0.7969697,0.70242537,0.41363636,0.14681818,0.29181818,Hunter Greene,22182,668881
2023,Corbin Burnes,MIL,193.2,3.392427028,3.03030303,0.198591549,1.068846872,0.243852459,3.812699597,0.22047244,0.440944881,0.338582677,0.075581395,0.127906976,3.804316645,0.1220383,0.25510204,0.08418367,0.17091837,4.021431089,-0.420272569,,0.05294118,0.32156863,,,127.3688713,102.1658769,106.5948009,0.33158722,0.67521368,0.46216304,0.57977883,0.86075949,0.7357695,0.3799935,0.16975008,0.29178838,Corbin Burnes,19361,669203
2024,Ryan Pepiot,TBR,98.2,3.648648743,3.15151515,0.197771588,1.054054081,0.242798354,3.793629364,0.180392156,0.36862745,0.450980392,0.156521739,0.104347826,3.974526191,0.12531172,0.26196474,0.08312343,0.17884131,3.807194377,-0.144980621,11.34378617,0.08627451,0.39215686,,114.9277778,117.335375,97.9176875,104.3899375,0.31210191,0.68381241,0.46537742,0.58843537,0.82300885,0.730563,0.41235184,0.16645885,0.29177057,Ryan Pepiot,26221,686752
2024,Nick Lodolo,CIN,115.1,4.760115817,3.2972973,0.230593607,1.196531845,0.290429043,3.945597824,0.201277955,0.447284345,0.351437699,0.118181818,0.118181818,3.92209947,0.11849866,0.2474645,0.07505071,0.17241379,3.772918533,0.814517993,5.753908694,0.08227848,0.37341772,,119.1220275,106.0279656,98.71723027,96.26666667,0.33020638,0.6348808,0.4605475,0.59659091,0.84387352,0.74242424,0.42780462,0.17319035,0.29168901,Nick Lodolo,26378,666157
2022,Patrick Sandoval,LAA,148.2,2.905829795,2.51666667,0.242582897,1.338565114,0.316425121,3.092251628,0.21875,0.473557692,0.307692307,0.1015625,0.0625,3.667278239,0.13279022,0.23667712,0.09404389,0.14263323,3.941473899,-0.186421833,9.767724348,0.05687204,0.33886256,,69.70356506,95.17617491,98.14123416,98.2865141,0.35490463,0.6653144,0.4796251,0.5950096,0.82469512,0.72302464,0.40179299,0.15885947,0.29164969,Patrick Sandoval,19447,663776
2024,Cole Ragans,KCR,152.1,3.308534027,3.66,0.218531469,1.148796537,0.296,3.001137178,0.19843342,0.407310704,0.394255874,0.099337748,0.092715231,3.304883062,0.1490952,0.2928,0.08,0.2128,3.392163808,0.307396849,10.16678669,0.06683805,0.36503856,,107.256872,108.5431583,99.60656325,104.1793158,0.33066132,0.72344498,0.49213218,0.57171717,0.77910053,0.69704237,0.41109363,0.14240755,0.29150275,Cole Ragans,21846,666142
2023,Kyle Bradish,BAL,168.2,2.828063412,3.81818182,0.213247173,1.043478324,0.270022883,3.266898068,0.202672605,0.492204899,0.305122494,0.05839416,0.102189781,3.530786564,0.10976533,0.25037258,0.06557377,0.18479881,3.757434968,-0.438834656,7.426897204,0.06873614,0.41906874,,101.4655405,125.8281274,102.5230857,104.9851403,0.30486991,0.65408253,0.45564822,0.54266958,0.89127517,0.75873544,0.43176649,0.18168055,0.29144587,Kyle Bradish,24586,680694
2024,Paul Skenes,PIT,104,2.163461538,5.2,0.197297297,0.942307692,0.273913043,2.780635584,0.168067226,0.491596638,0.340336134,0.148148148,0.12345679,2.708037541,0.12864078,0.325,0.0625,0.2625,2.806582499,-0.617174046,6.468634435,0.05833333,0.35833333,,101.437931,104.2827565,102.9958106,104.0769885,0.3401507,0.70194986,0.49787492,0.59493671,0.83333333,0.74146341,0.43594414,0.16262136,0.29126214,Paul Skenes,33677,694973
2023,Dylan Cease,CHW,177,4.576271186,2.70886076,0.247126437,1.418079096,0.330453564,3.723966913,0.248953974,0.359832635,0.391213389,0.085561497,0.101604278,4.075248145,0.1360711,0.27295918,0.10076531,0.17219388,4.099556928,0.852304273,11.04864641,0.06224066,0.41493776,,124.6986506,114.556319,96.73260736,103.6272393,0.31597052,0.70415648,0.46198651,0.52877138,0.83680556,0.70537492,0.3761496,0.15507202,0.29114312,Dylan Cease,18525,656302
2024,Edward Cabrera,MIA,65.1,5.647959623,1.92105263,0.236734694,1.469387869,0.283018868,5.39994502,0.207100591,0.467455621,0.325443786,0.109090909,0.236363636,4.085836678,0.1164557,0.25524476,0.13286713,0.12237762,4.422547779,0.248014603,9.321685151,0.09883721,0.45930233,,97.53776224,103.0463291,96.33468354,98.3785654,0.30315501,0.63596491,0.43122363,0.55656109,0.86206897,0.72994129,0.38481013,0.17468354,0.29113924,Edward Cabrera,21690,665795
2023,Cole Ragans,KCR,71.2,2.637209396,3.2962963,0.19379845,1.074418643,0.28313253,2.487598472,0.19760479,0.45508982,0.347305389,0.068965517,0.051724137,3.281473873,0.15017065,0.31118881,0.09440559,0.21678322,3.568011921,0.149610924,9.440849497,0.06508876,0.33727811,,105.1114943,102.1293671,100.9627004,103.312827,0.3372093,0.7375,0.50171233,0.56896552,0.78531073,0.6996587,0.4109589,0.14078498,0.29095563,Cole Ragans,21846,666142
2023,Reese Olson,DET,91.2,4.32000012,3.06451613,0.224783862,1.189090942,0.268907563,4.215040386,0.222222222,0.432539682,0.345238095,0.091954022,0.16091954,3.798766948,0.12032932,0.25065963,0.0817942,0.16886544,4.050150488,0.104959734,8.61451728,0.11111111,0.44047619,,93.36973094,104.2783156,100.2602785,100.8295093,0.3125,0.67507886,0.4581749,0.51864407,0.88785047,0.73720609,0.4017744,0.17036099,0.29069031,Reese Olson,24968,681857
2022,Lucas Giolito,CHW,161.2,4.89896938,2.90163934,0.27014218,1.435051637,0.340277778,4.058822814,0.246696035,0.385462555,0.367841409,0.047904191,0.143712574,3.658132214,0.12168543,0.25358166,0.08739255,0.16618911,3.787852371,0.840146567,10.59851084,0.0745614,0.39035088,,82.61150038,92.6504,100.6463636,99.58778182,0.32145052,0.69182948,0.47293861,0.56596558,0.86136072,0.74270353,0.40900835,0.16890665,0.29059208,Lucas Giolito,15474,608337
2023,Luis Castillo,SEA,197,3.335025381,3.91071429,0.215924426,1.096446701,0.267206478,3.808339852,0.18689788,0.389210019,0.4238921,0.113636363,0.127272727,3.807006785,0.14708632,0.27306733,0.06982544,0.2032419,3.736773376,-0.473314471,7.723369285,0.09386973,0.41762452,,95.45453268,96.02040816,103.4849922,101.6859341,0.35456017,0.74667651,0.52011225,0.57838661,0.80712166,0.71702638,0.42220143,0.14334684,0.29043316,Luis Castillo,15689,622491
2024,Tanner Houck,BOS,152.2,3.006550419,3.375,0.232081911,1.152838505,0.287330317,3.184901625,0.198660714,0.558035714,0.243303571,0.055045871,0.082568807,3.497858834,0.100894,0.21159875,0.06269592,0.14890282,3.66563572,-0.178351207,,0.05543237,0.42128603,,,109.2442078,101.2657581,105.4809199,0.33810241,0.64803922,0.47274276,0.64142539,0.88502269,0.78648649,0.43441227,0.18944232,0.29033631,Tanner Houck,19879,656557
2021,José Berríos,- - -,192,3.51562514,4.53333333,0.220527046,1.062500042,0.276767677,3.472117468,0.231517509,0.428015564,0.340466926,0.085714285,0.125714285,3.590676702,0.09858692,0.26120359,0.05761844,0.20358515,3.651366872,0.043507672,8.428591445,0.09090909,0.38297872,,88.44919255,107.867868,103.4096338,103.2329341,0.33990981,0.64696612,0.46795925,0.69154229,0.86114495,0.78932584,0.41702267,0.19158725,0.29017417,Jose Berrios,14168,621244
2024,Joe Musgrove,SDP,58,4.965517568,2.83333333,0.285067873,1.396551816,0.33125,5.044561437,0.235294117,0.417647058,0.347058823,0.06779661,0.169491525,4.340972291,0.12807377,0.20564516,0.07258065,0.13306452,4.237663974,-0.079043869,7.626917669,0.11176471,0.4,,92.36307054,118.3884735,99.79314642,100.7240914,0.30560579,0.69030733,0.47233607,0.5739645,0.81849315,0.72885033,0.43340164,0.16188525,0.28995902,Joe Musgrove,12970,605397
2023,Yu Darvish,SDP,136.1,4.555012395,3.27906977,0.256214149,1.298288557,0.318681319,4.025211537,0.234210526,0.415789473,0.35,0.135338345,0.135338345,3.921757621,0.10680487,0.2456446,0.07491289,0.17073171,4.042111687,0.529800858,10.07424257,0.06806283,0.38219895,,121.6710027,111.9623104,101.7700268,106.0101695,0.30280528,0.65572139,0.46278755,0.60762943,0.85887709,0.76900585,0.45331529,0.1829653,0.28977017,Yu Darvish,13074,506433
2022,Blake Snell,SDP,128,3.375,3.35294118,0.213692946,1.203125,0.306666667,2.799931002,0.207119741,0.365695792,0.427184466,0.09090909,0.083333333,3.209374449,0.14737292,0.31962617,0.0953271,0.22429907,3.203361367,0.575068998,11.21010291,0.07395498,0.38906752,,110.8172308,116.6227778,99.09606838,105.8225641,0.3390411,0.70828604,0.47800085,0.52525253,0.82371795,0.69168901,0.3763349,0.1422469,0.28961982,Blake Snell,13543,605483
2023,Tanner Houck,BOS,106,5.009433962,2.41463415,0.25,1.367924528,0.297029703,4.434285643,0.193650793,0.53015873,0.276190476,0.057471264,0.16091954,4.074300761,0.12858783,0.21382289,0.08855292,0.12526998,4.330479929,0.57514832,5.071462289,0.06624606,0.4384858,,94.69884393,101.3144592,100.2496241,100.0083864,0.32114625,0.68363136,0.47268545,0.55076923,0.84305835,0.72749392,0.41805635,0.16073479,0.28932262,Tanner Houck,19879,656557
2024,Logan Webb,SFG,172.2,3.127413312,3.56097561,0.250379363,1.193050263,0.312252964,2.748262527,0.212475633,0.561403508,0.226120857,0.060344827,0.060344827,3.236835215,0.08774584,0.20797721,0.05840456,0.14957265,3.575790827,0.379150784,5.474286884,0.07017544,0.46588694,,58.34751773,112.9369318,104.4360606,107.0842803,0.34294671,0.63072519,0.45705638,0.69104205,0.90468986,0.80794702,0.39651911,0.20083207,0.28857791,Logan Webb,17995,657277
2023,Aaron Civale,- - -,122.1,3.457765704,3.51515152,0.233905579,1.160762955,0.286982249,3.565667066,0.220930232,0.389534883,0.389534883,0.126865671,0.089552238,4.101491063,0.1,0.23015873,0.06547619,0.16468254,4.152753836,-0.107901362,10.64018446,0.06571429,0.36,,75.7608871,104.6377665,105.5629995,103.6937551,0.33757422,0.65259349,0.46762948,0.67336683,0.86876155,0.78594249,0.41284861,0.18855721,0.28855721,Aaron Civale,19479,650644
2022,Alex Wood,SFG,130.2,5.096939172,4.36666667,0.257309942,1.239796015,0.315068493,3.762941256,0.207894736,0.481578947,0.310526315,0.059322033,0.144067796,3.408478905,0.11031711,0.23603604,0.05405405,0.18198198,3.453879785,1.333997916,,0.07068063,0.39267016,,,108.4036618,102.1470615,102.0201175,0.33491686,0.66495902,0.47878517,0.64775414,0.84899846,0.76958955,0.43590889,0.17820456,0.28852166,Alex Wood,13781,622072
2021,Elieser Hernández,MIA,51.2,4.180645367,3.78571429,0.259615385,1.316129097,0.288732394,5.376485844,0.185430463,0.38410596,0.430463576,0.092307692,0.2,4.325199435,0.10880196,0.23555556,0.06222222,0.17333333,4.071954872,-1.195840477,9.959252292,0.09677419,0.39354839,,76.7871734,96.25427873,105.0066015,101.5080685,0.30445545,0.71256039,0.51100244,0.6097561,0.86101695,0.78708134,0.50611247,0.1797066,0.28850856,Elieser Hernandez,16933,622694
2021,Yusei Kikuchi,SEA,157,4.414012739,2.62903226,0.242070117,1.318471338,0.288508557,4.609524568,0.212962962,0.483796296,0.30324074,0.038167938,0.20610687,3.846030547,0.1245121,0.24474474,0.09309309,0.15165165,4.159408894,-0.195511829,9.519939845,0.11009174,0.47018349,,109.273713,101.6700898,98.82647403,99.27317454,0.32648725,0.67362924,0.4822335,0.56399132,0.84754522,0.7417004,0.44865287,0.16393443,0.28844653,Yusei Kikuchi,20633,579328
2022,Framber Valdez,HOU,201.1,2.816225237,2.89552239,0.221628838,1.157284797,0.284926471,3.057795239,0.174545454,0.665454545,0.16,0.09090909,0.125,2.994579215,0.11265739,0.23458283,0.08101572,0.15356711,3.138250231,-0.241570002,5.119379726,0.05765766,0.41441441,,57.7853211,102.6363516,96.86066335,98.58703151,0.3058104,0.65604634,0.46618037,0.526,0.88631347,0.75817923,0.45789125,0.17561299,0.28827038,Framber Valdez,17295,664285
2023,Lucas Giolito,- - -,184.1,4.882459397,2.79452055,0.237359551,1.312839082,0.274089936,5.267698622,0.181818181,0.361660079,0.456521739,0.142857142,0.177489177,4.448119522,0.12253829,0.25692695,0.09193955,0.16498741,4.206640096,-0.385239225,10.65061743,0.11023622,0.41338583,,83.73572496,94.52491613,101.120716,100.684848,0.30235043,0.70030349,0.46677116,0.55123675,0.85048754,0.73673606,0.41316614,0.16567677,0.28821507,Lucas Giolito,15474,608337
2021,Shohei Ohtani,LAA,130.1,3.176470712,3.54545455,0.204592902,1.089514109,0.269480519,3.515302678,0.194968553,0.449685534,0.355345911,0.088495575,0.132743362,3.548854498,0.12925506,0.29268293,0.08255159,0.21013133,3.607372317,-0.338831966,9.145001467,0.07120743,0.3993808,,97.8956278,117.739201,98.30436954,105.2506034,0.30226244,0.69197397,0.47952639,0.53892216,0.830721,0.73045267,0.4548594,0.15885545,0.28811051,Shohei Ohtani,19755,660271
2024,Jesús Luzardo,MIA,66.2,4.995000191,2.63636364,0.244,1.245000047,0.284153005,4.260251011,0.227513227,0.37037037,0.402116402,0.078947368,0.118421052,4.228618615,0.13745387,0.21167883,0.08029197,0.13138686,4.328862666,0.73474918,9.081930049,0.09895833,0.41145833,,97.86323185,95.38844857,98.02984823,98.21956155,0.33230769,0.72286374,0.48845799,0.55555556,0.83067093,0.71833648,0.39981533,0.150369,0.28782288,Jesus Luzardo,19959,666200
2021,Jon Gray,COL,149,4.590604027,2.70689655,0.242214533,1.32885906,0.2975,4.223725398,0.180722891,0.484337349,0.334939759,0.057553956,0.151079136,4.037459194,0.10997241,0.24378882,0.09006211,0.15372671,4.165934511,0.366878629,6.452518188,0.06888361,0.37767221,,91.34904722,99.81589117,100.4698738,99.43706625,0.25811103,0.68,0.44934963,0.53631285,0.85549872,0.75526316,0.45329129,0.17776902,0.28774143,Jon Gray,14916,592351
2024,Nathan Eovaldi,TEX,127,3.755905512,4.24137931,0.227083333,1.086614173,0.268436578,3.897534434,0.2,0.498591549,0.30140845,0.046728971,0.168224299,3.328673636,0.13306039,0.23883495,0.05631068,0.18252427,3.524157279,-0.141628922,6.678417052,0.07282913,0.43417367,,73.78002681,97.73043033,104.0293033,103.2377561,0.35233645,0.72366931,0.52022529,0.61803714,0.81846635,0.74409449,0.45212494,0.15455476,0.28761515,Nathan Eovaldi,9132,543135
2021,Framber Valdez,HOU,134.2,3.141089346,2.15517241,0.218687873,1.247524847,0.267759563,4.009143097,0.148541114,0.702917771,0.148541114,0.035714285,0.214285714,3.584422365,0.10191388,0.21853147,0.1013986,0.11713287,3.791853184,-0.868053751,5.901016671,0.05820106,0.44444444,,66.25142857,103.2013882,93.89607468,95.45552896,0.27446103,0.62018141,0.42049808,0.5407855,0.88848263,0.75740319,0.42241379,0.18564593,0.28755981,Framber Valdez,17295,664285
2024,Ronel Blanco,HOU,137.2,3.13801476,2.47272727,0.182730924,1.060532766,0.207602339,4.320214735,0.181058495,0.384401114,0.434540389,0.134615384,0.128205128,4.144640276,0.13321413,0.24504505,0.0990991,0.14594595,4.173615104,-1.182199975,10.85604586,0.09392265,0.35082873,,84.22378121,94.87384196,99.5099455,98.03955495,0.33659639,0.69570011,0.48232662,0.55704698,0.84152139,0.72356215,0.40581655,0.15422441,0.28743853,Ronel Blanco,19407,669854
2022,Tony Gonsolin,LAD,130.1,2.140665045,3.4,0.17211329,0.874680341,0.20668693,3.281228962,0.17699115,0.430678466,0.392330383,0.052631578,0.082706766,3.69470057,0.12307692,0.23895582,0.07028112,0.1686747,3.739434374,-1.140563917,10.2904209,0.05588235,0.34411765,,76.93624842,101.509687,100.1097367,101.873075,0.3359443,0.70323326,0.49379653,0.5880829,0.85385878,0.75075377,0.42977667,0.16426799,0.28734491,Tony Gonsolin,19388,664062
2022,Luis Garcia,HOU,157.1,3.718220459,3.34042553,0.220168067,1.131355969,0.260240964,3.932346282,0.188073394,0.376146788,0.435779816,0.1,0.121052631,3.819656788,0.13047002,0.24416796,0.07309487,0.1710731,3.771450706,-0.214125823,10.74020145,0.07762557,0.3630137,,96.54210019,101.4474666,99.87957033,101.3003243,0.33355932,0.71601208,0.48743922,0.57926829,0.83825598,0.73233583,0.40235008,0.15680713,0.28727715,Luis Garcia,23735,677651
2021,Adbert Alzolay,CHC,106.1,5.163009651,3.34375,0.235872236,1.203761813,0.260869565,5.135551458,0.202054794,0.448630136,0.349315068,0.088235294,0.235294117,3.893842341,0.11515513,0.24099099,0.07207207,0.16891892,4.023253549,0.027458193,10.08024701,0.11,0.39666667,,97.24480287,98.47289552,103.1058507,103.0049552,0.33510638,0.66032609,0.47792363,0.63174603,0.84156379,0.75905119,0.43914081,0.17183771,0.28699284,Adbert Alzolay,17859,640470
2023,Max Scherzer,- - -,152.2,3.772925827,3.86666667,0.22027972,1.120087355,0.264864865,4.322725967,0.182278481,0.331645569,0.486075949,0.135416666,0.145833333,4.017770962,0.13325233,0.28019324,0.07246377,0.20772947,3.772067064,-0.54980014,9.166002798,0.08542714,0.36934673,,103.8105079,101.2601178,103.3653538,102.9128384,0.34527221,0.72029935,0.50791075,0.593361,0.82727273,0.73722045,0.4336714,0.15350344,0.28675577,Max Scherzer,3137,453286
2024,Brayan Bello,BOS,123.2,4.8032346,2.55319149,0.26185567,1.407008115,0.312138728,4.556086577,0.225274725,0.508241758,0.266483516,0.092783505,0.195876288,3.744529302,0.12038835,0.22222222,0.08703704,0.13518519,4.010884906,0.247148023,6.798494201,0.07945205,0.42191781,,72.93188406,101.4744277,99.58845592,103.0077448,0.33199033,0.67481663,0.46818844,0.61650485,0.83695652,0.74273859,0.39728023,0.16601942,0.28640777,Brayan Bello,23920,678394
2022,Jordan Montgomery,- - -,178.1,3.48224309,4.38888889,0.233823529,1.093457975,0.275449102,3.611496436,0.208576998,0.475633528,0.315789473,0.074074074,0.129629629,3.425439478,0.12928177,0.21823204,0.04972376,0.16850829,3.609444701,-0.129253346,8.77288647,0.07088123,0.37356322,,77.66133909,99.92350186,102.1988309,101.1605151,0.36289819,0.70915619,0.50497238,0.64027539,0.82025316,0.74398249,0.41031308,0.15690608,0.28618785,Jordan Montgomery,16511,656756
2021,JT Brubaker,PIT,124.1,5.356568584,3.39473684,0.250509165,1.294906219,0.284431138,5.156629378,0.219718309,0.428169014,0.352112676,0.08,0.224,4.002837903,0.11985597,0.23977695,0.07063197,0.16914498,4.039940445,0.199939206,9.260745265,0.08839779,0.38674033,,74.10756303,90.67210499,101.5437468,98.35784869,0.31233596,0.69662921,0.47067901,0.55462185,0.86738351,0.74535519,0.41203704,0.16615226,0.28600823,JT Brubaker,17578,664141
2024,Dane Dunning,TEX,68,5.029411765,2.38709677,0.215686275,1.264705882,0.25,5.018192145,0.173184357,0.435754189,0.391061452,0.057142857,0.185714285,4.089086526,0.10978723,0.25517241,0.10689655,0.14827586,4.118410125,0.011219619,8.560403612,0.12154696,0.44751381,,43.12222222,83.77613636,96.7847028,93.68417832,0.26666667,0.68723404,0.43489362,0.58510638,0.84210526,0.74755382,0.4,0.17617021,0.28595745,Dane Dunning,19409,641540
2024,Brady Singer,KCR,141.2,3.176470816,3.4,0.243093923,1.214117734,0.298469388,3.659368651,0.226932668,0.471321695,0.301745635,0.082644628,0.123966942,3.574089885,0.10338836,0.22972973,0.06756757,0.16216216,3.792988476,-0.482897835,7.334197543,0.08108108,0.3980344,,58.74979757,84.92729625,100.4685209,94.53906856,0.29784066,0.67468619,0.45454545,0.58,0.89147287,0.7722488,0.41583297,0.18245004,0.2858384,Brady Singer,25377,663903
2021,James Kaprielian,OAK,111.1,3.799401371,2.825,0.227488152,1.221556942,0.270547945,4.310752737,0.170491803,0.35409836,0.475409836,0.103448275,0.117241379,4.623619593,0.10998398,0.24248927,0.08583691,0.15665236,4.318510611,-0.511351366,8.876698802,0.09385113,0.42718447,,72.01546287,83.10641026,99.3883547,94.53621795,0.29317981,0.69489247,0.4527496,0.64048338,0.83172147,0.75707547,0.39722371,0.17565403,0.28563801,James Kaprielian,18331,621076
2021,Dane Dunning,TEX,114.2,4.552325682,2.53488372,0.270693512,1.43023259,0.334355828,3.937476,0.199404761,0.538690476,0.261904761,0.113636363,0.136363636,3.931056236,0.09989201,0.2193159,0.08651911,0.13279678,4.19544049,0.614849682,3.959891579,0.07988166,0.43491124,,50.63333333,79.71165049,99.73829558,93.54487594,0.31255729,0.65965834,0.45518359,0.65982405,0.8625498,0.78054567,0.41090713,0.18574514,0.28563715,Dane Dunning,19409,641540
2021,Sean Manaea,OAK,179.1,3.914498252,4.73170732,0.254261364,1.226765834,0.317525773,3.655164248,0.221782178,0.41980198,0.358415841,0.099447513,0.138121546,3.623656133,0.12315436,0.25729443,0.05437666,0.20291777,3.679380564,0.259334005,7.633540941,0.08039216,0.41176471,,52.88695652,90.08552903,102.6350133,99.93710581,0.32532468,0.71527778,0.51375839,0.64271457,0.81747573,0.76028739,0.48322148,0.16241611,0.28557047,Sean Manaea,15873,640455
2022,Domingo Germán,NYY,70.2,3.693396359,3.11111111,0.237918216,1.1603774,0.262376238,4.48507256,0.179245283,0.405660377,0.415094339,0.193181818,0.125,4.304966529,0.11398467,0.19243986,0.06185567,0.13058419,4.224831104,-0.791676201,9.37822198,0.07042254,0.41314554,,91.24083045,101.2446788,101.3449664,100.3095877,0.34201389,0.69444444,0.5,0.59390863,0.88,0.77203065,0.44827586,0.17145594,0.28544061,Domingo German,17149,593334
2023,David Peterson,NYM,103,5.242718447,2.55319149,0.281862745,1.572815534,0.363970588,4.458923855,0.197183098,0.542253521,0.26056338,0.04054054,0.216216216,3.627351328,0.12324324,0.26086957,0.10217391,0.15869565,4.007088499,0.783794592,8.242024422,0.08333333,0.4375,,75.77089844,89.475,96.71860087,94.28909978,0.31972198,0.66954023,0.45154304,0.58152174,0.84120172,0.72661871,0.37682729,0.16216216,0.28540541,David Peterson,20302,656849
2023,Kenta Maeda,MIN,101,4.277227723,4.30769231,0.240932642,1.178217822,0.298449612,3.958010657,0.202952029,0.324723247,0.472324723,0.09375,0.125,3.993941592,0.125,0.26987952,0.0626506,0.20722892,3.783375487,0.319217066,8.667181356,0.08029197,0.41605839,,75.91214128,105.1788156,102.9467643,101.8159341,0.33877551,0.69908815,0.48351648,0.5873494,0.85217391,0.74116162,0.4017094,0.16036585,0.28536585,Kenta Maeda,18498,628317
2023,Zac Gallen,ARI,210,3.471428571,4.68085106,0.236775819,1.119047619,0.300724638,3.264564169,0.23076923,0.417832167,0.351398601,0.074626865,0.109452736,3.485153229,0.11223862,0.26004728,0.05555556,0.20449173,3.668433519,0.206864402,9.94664011,0.09233449,0.45993031,,104.3707026,105.8176166,104.4057909,107.4828711,0.3290938,0.66642175,0.47044335,0.57971014,0.88533627,0.76112565,0.41902709,0.17312423,0.28536285,Zac Gallen,19291,668678
2024,DJ Herz,WSN,60.2,4.153846328,3.57142857,0.243801653,1.318681374,0.312101911,3.97294331,0.171779141,0.374233128,0.45398773,0.121621621,0.135135135,3.674059591,0.12897196,0.28301887,0.07924528,0.20377358,3.523673196,0.180903017,9.169043964,0.08982036,0.35329341,,90.95449915,95.01401693,97.94261524,97.02427093,0.33167496,0.69527897,0.49017774,0.64,0.7962963,0.73664122,0.43592142,0.15607477,0.28504673,DJ Herz,26389,687792
2021,Hyun Jin Ryu,TOR,169,4.366863905,3.86486486,0.256797583,1.224852071,0.294949495,4.016187969,0.200779727,0.467836257,0.331384015,0.058823529,0.14117647,3.944836262,0.09669022,0.20399429,0.05278174,0.15121255,4.165536884,0.350675937,7.562298218,0.08477842,0.41618497,,59.84879075,75.57044353,106.5625047,99.2645546,0.3510101,0.64705882,0.47266642,0.71942446,0.85454545,0.79543666,0.41093343,0.18817404,0.28486426,Hyun Jin Ryu,14444,547943
2021,Marcus Stroman,NYM,179,3.016759777,3.59090909,0.237113402,1.145251397,0.285714286,3.494056469,0.228174603,0.507936507,0.263888888,0.045112781,0.127819548,3.570370228,0.11638088,0.21643836,0.06027397,0.15616438,3.954133556,-0.477296692,7.423939175,0.06525912,0.4184261,,87.79166667,103.9095597,101.6173585,103.9640566,0.34420063,0.67626527,0.48303539,0.60291439,0.86967742,0.75906344,0.41809559,0.16818679,0.28456768,Marcus Stroman,13431,573186
2021,Jordan Montgomery,NYY,157.1,3.832627243,3.17647059,0.246710526,1.277542414,0.306791569,3.69122058,0.209932279,0.426636568,0.363431151,0.099378881,0.118012422,3.926786069,0.13696498,0.24508321,0.07715582,0.16792738,4.065867719,0.141406663,9.823558514,0.07399103,0.36547085,,81.60024038,95.23198286,104.4189716,101.3295286,0.35430464,0.71199245,0.50175165,0.60747664,0.81167109,0.72692009,0.41222265,0.14747082,0.2844358,Jordan Montgomery,16511,656756
2021,Taijuan Walker,NYM,154.1,4.431965589,2.54545455,0.219895288,1.172786216,0.245700246,4.673273913,0.168618266,0.421545667,0.409836065,0.091428571,0.148571428,4.483835713,0.09521864,0.22187005,0.08716323,0.13470682,4.484790763,-0.241308324,10.27595175,0.10161663,0.39030023,,89.82144522,99.27721311,101.4402869,100.9919672,0.28775357,0.65232975,0.45402534,0.68407311,0.84615385,0.79027903,0.45606866,0.18921128,0.28442991,Taijuan Walker,11836,592836
2023,Matthew Boyd,DET,71,5.450704811,2.92,0.25,1.323943804,0.302083333,4.353632027,0.179104477,0.388059701,0.43283582,0.103448275,0.126436781,4.365485586,0.14006791,0.24092409,0.08250825,0.15841584,4.248931394,1.097072784,8.477229316,0.08374384,0.3546798,,80.56431718,86.32775891,97.81061121,95.52359932,0.35430917,0.72483221,0.49490662,0.59073359,0.81790123,0.71698113,0.37945671,0.14431239,0.28438031,Matthew Boyd,15440,571510
2022,Tyler Mahle,- - -,120.2,4.400552718,2.93023256,0.227074236,1.218232108,0.278481013,3.866574688,0.176291793,0.3556231,0.468085106,0.11038961,0.103896103,4.032129019,0.10994764,0.25049702,0.08548708,0.16500994,3.878883676,0.53397803,10.39936127,0.0753012,0.38253012,,104.4966942,99.92630866,104.1227084,103.9098937,0.31722525,0.66259169,0.45168967,0.64127764,0.84317343,0.75658588,0.38933841,0.17420276,0.2841504,Tyler Mahle,16358,641816
2021,Tony Gonsolin,LAD,50.1,2.860927441,2.03448276,0.193548387,1.291390859,0.241666667,4.362087223,0.169354838,0.370967741,0.459677419,0.070175438,0.122807017,4.552192697,0.12319645,0.2744186,0.13488372,0.13953488,4.548869047,-1.501159782,10.48830462,0.06299213,0.33858268,,86.43350126,103.0482797,92.47602664,94.84605993,0.28956835,0.68405797,0.44062153,0.52173913,0.8559322,0.72040302,0.38290788,0.1609323,0.28412875,Tony Gonsolin,19388,664062
