Season,Name,Team,IP,ERA,K/BB,AVG,WHIP,BABIP,FIP,LD%,GB%,FB%,IFFB%,HR/FB,xFIP,SwStr%,K%,BB%,K-BB%,SIERA,E-F,FA-Z (sc),Barrel%,HardHit%,xERA,Stf+ FA,Stuff+,Location+,Pitching+,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
2022,Shohei Ohtani,LAA,166,2.331325301,4.97727273,0.201954397,1.012048193,0.288713911,2.401587628,0.197969543,0.418781725,0.38324873,0.119205298,0.092715231,2.65180317,0.1494865,0.33181818,0.06666667,0.26515152,2.733152753,-0.070262327,8.599148296,0.06329114,0.33164557,,110.2118384,128.8115135,98.0117804,107.1784598,0.32648871,0.68835616,0.48725751,0.48218029,0.81840796,0.69320843,0.44427539,0.1662229,0.3157094,Shohei Ohtani,19755,660271
2024,Michael King,SDP,138,3.065217391,3.44680851,0.216634429,1.152173913,0.287390029,3.244961114,0.228571428,0.394285714,0.377142857,0.128787878,0.106060606,3.372119288,0.12079646,0.28521127,0.08274648,0.20246479,3.50310173,-0.179743723,8.610852853,0.05352113,0.29295775,,83.34991119,93.03993725,101.9430749,99.88157777,0.3335872,0.62829989,0.45707965,0.61187215,0.82689076,0.7357212,0.41902655,0.19469027,0.31548673,Michael King,19853,650633
2021,Joe Musgrove,SDP,176.1,3.266540737,3.7037037,0.214826021,1.111531223,0.273348519,3.731470812,0.234135667,0.435448577,0.330415754,0.079470198,0.145695364,3.620423631,0.12712747,0.27322404,0.07377049,0.19945355,3.695719553,-0.464930075,7.617527464,0.07375271,0.38611714,,99.83242321,124.6386356,99.71340063,103.183606,0.34140436,0.62673187,0.46300799,0.55319149,0.85175553,0.72543136,0.42618965,0.18825981,0.31538729,Joe Musgrove,12970,605397
2021,Shane McClanahan,TBR,123.1,3.429729871,3.81081081,0.251046025,1.272973025,0.328173375,3.307871966,0.25,0.454819277,0.295180722,0.051020408,0.142857142,3.234148896,0.14790174,0.27272727,0.07156673,0.20116054,3.623849682,0.121857905,9.791364572,0.10682493,0.45400593,,87.7416771,111.9686154,101.2405641,105.8642564,0.34693878,0.68721461,0.49948823,0.48663102,0.83887043,0.70389344,0.44831116,0.16683726,0.314739,Shane McClanahan,21483,663556
2023,Shane McClanahan,TBR,115,3.286956522,2.95121951,0.221962617,1.182608696,0.273972603,3.915909925,0.193442622,0.436065573,0.370491803,0.079646017,0.132743362,3.844855561,0.15642151,0.25799574,0.08742004,0.17057569,4.056837024,-0.628953403,10.52766756,0.09771987,0.42345277,,110.7950197,112.0167582,101.5148901,105.8848901,0.34979839,0.70325694,0.5107084,0.51585014,0.79931389,0.69354839,0.45524437,0.15806806,0.31448957,Shane McClanahan,21483,663556
2021,Lance McCullers Jr.,HOU,162.1,3.16016437,2.43421053,0.204013378,1.219712564,0.2725,3.521163497,0.165450121,0.564476885,0.270072992,0.054054054,0.117117117,3.68652816,0.11585366,0.27046784,0.11111111,0.15935673,4.015203181,-0.360999127,,0.05326877,0.40435835,,,116.6157743,97.13984908,101.844125,0.28021978,0.60695652,0.41499283,0.49673203,0.86819484,0.72082973,0.41248207,0.19799139,0.31384505,Lance McCullers Jr.,14120,621121
2022,Shane Bieber,CLE,200,2.88,5.5,0.228419655,1.04,0.286778399,2.872431002,0.203636363,0.481818181,0.314545454,0.063583815,0.104046242,2.982950536,0.13843478,0.25031606,0.04551201,0.20480405,3.21291196,0.007568998,10.19096137,0.07207207,0.42882883,,66.96131313,94.96193459,102.7063674,101.3948852,0.34798535,0.69037995,0.49530435,0.47894737,0.88173302,0.72050562,0.43026087,0.17530435,0.31373913,Shane Bieber,19427,669456
2024,Spencer Schwellenbach,ATL,82.1,3.935222915,6.26666667,0.223642173,1.032388728,0.28708134,3.189542468,0.202764976,0.419354838,0.377880184,0.085365853,0.121951219,3.116200717,0.1468254,0.28228228,0.04504505,0.23723724,3.112922269,0.745680447,7.67877995,0.0456621,0.38812785,,108.7151976,100.9535828,106.1671178,107.3598726,0.39187228,0.68476357,0.52460317,0.57037037,0.82352941,0.72012103,0.4531746,0.16666667,0.31349206,Spencer Schwellenbach,31846,680885
2023,Tarik Skubal,DET,80.1,2.800830053,7.28571429,0.197952218,0.896265617,0.288770053,1.997778869,0.170212765,0.515957446,0.313829787,0.152542372,0.06779661,2.564763388,0.14930271,0.32903226,0.04516129,0.28387097,2.76957262,0.803051184,9.326043116,0.04188482,0.39790576,,93.81187215,97.2810189,105.8930156,106.5380444,0.38253012,0.6967509,0.52545156,0.5511811,0.8238342,0.715625,0.45484401,0.16324856,0.31255127,Tarik Skubal,22267,669373
2021,Freddy Peralta,MIL,142.1,2.845433357,3.56603774,0.162376238,0.948477786,0.225165563,3.141931077,0.2,0.329032258,0.470967741,0.171232876,0.09589041,3.67305665,0.14415979,0.33216169,0.09314587,0.23901582,3.412568059,-0.29649772,9.390545465,0.05696203,0.30696203,,108.2679859,108.7369894,98.48311152,102.3710877,0.29350261,0.67219917,0.45201911,0.51145038,0.78395062,0.68107589,0.41858446,0.16804168,0.31220148,Freddy Peralta,18679,642547
2021,Aaron Nola,PHI,180.2,4.632841589,5.71794872,0.235378031,1.129151355,0.307522124,3.369296126,0.189873417,0.405063291,0.405063291,0.109375,0.135416666,3.373489088,0.12790306,0.29773031,0.05206943,0.24566088,3.262529329,1.263545463,8.090988928,0.07112971,0.37238494,,97.98624101,109.0312016,106.5476944,105.9054191,0.3414345,0.68068536,0.48805116,0.61631944,0.8180778,0.73793103,0.43217772,0.18377651,0.31167957,Aaron Nola,16149,605400
2022,Jesús Luzardo,MIA,100.1,3.318937045,3.42857143,0.190082645,1.036544903,0.253218884,3.12239778,0.239669421,0.400826446,0.359504132,0.068965517,0.114942528,3.110359289,0.13807786,0.3,0.0875,0.2125,3.283189218,0.196539266,8.96159734,0.06584362,0.3909465,,109.9322245,100.8153893,98.13698297,98.05626521,0.31072874,0.67378049,0.45559611,0.53745928,0.80769231,0.69692924,0.39902676,0.17214112,0.31021898,Jesus Luzardo,19959,666200
2021,Kevin Gausman,SFG,192,2.8125,4.54,0.208044383,1.041666667,0.274261603,3.003367456,0.216494845,0.418556701,0.364948453,0.073446327,0.11299435,3.275722125,0.15289807,0.29290323,0.06451613,0.2283871,3.420783309,-0.190867456,9.746460192,0.0708502,0.40890688,,97.93468099,101.1715676,103.63048,105.6406848,0.35575758,0.72337278,0.52131912,0.53151618,0.81186094,0.70670927,0.45036642,0.15722851,0.31012658,Kevin Gausman,14107,592332
2022,Clayton Kershaw,LAD,126.1,2.279683469,5.95652174,0.205128205,0.941952545,0.267912773,2.566256837,0.194528875,0.47112462,0.334346504,0.1,0.09090909,2.826209099,0.13897937,0.27789047,0.04665314,0.23123732,2.982782542,-0.286573368,10.87613777,0.04229607,0.33232628,,102.3865489,117.1702336,103.6569799,106.0373167,0.35557674,0.69356873,0.50108578,0.52815013,0.85454545,0.72264355,0.43051031,0.17100977,0.30998914,Clayton Kershaw,2036,477132
2021,Patrick Sandoval,LAA,79.2,3.389121447,2.77419355,0.213559322,1.179916356,0.273631841,3.634469284,0.193236714,0.507246376,0.299516908,0.129032258,0.129032258,3.702131861,0.15308454,0.26060606,0.09393939,0.16666667,3.975922043,-0.245347837,9.717147525,0.05263158,0.33492823,,76.15552408,89.10697853,95.91434049,95.47177914,0.34340992,0.67216495,0.46493902,0.52816901,0.79447853,0.6704918,0.36966463,0.15689261,0.30997715,Patrick Sandoval,19447,663776
2022,Brandon Woodruff,MIL,153.1,3.052174014,4.52380952,0.212914485,1.069565253,0.284931507,3.079822305,0.19047619,0.375661375,0.433862433,0.079268292,0.109756097,3.137086974,0.14066194,0.30645161,0.06774194,0.23870968,3.025599276,-0.027648291,10.26167577,0.07049608,0.36814621,,123.5954964,115.5331225,106.9820949,108.556996,0.3385989,0.69778189,0.49172577,0.59026369,0.79470199,0.71394231,0.42631994,0.16903073,0.30969267,Brandon Woodruff,16162,605540
2021,Charlie Morton,ATL,185.2,3.344703953,3.72413793,0.199706314,1.044883361,0.267260579,3.175420119,0.23245614,0.478070175,0.289473684,0.098484848,0.121212121,3.30950882,0.12353532,0.28571429,0.07671958,0.20899471,3.534546079,0.169283834,7.30178474,0.04946237,0.32473118,,91.69209559,113.2775209,100.6258961,104.8242881,0.31268437,0.64551084,0.45664546,0.54528302,0.84652278,0.72947214,0.43254101,0.18613994,0.30967526,Charlie Morton,4676,450203
2021,Logan Webb,SFG,147.1,3.054298748,4.36111111,0.233151184,1.11312221,0.310704961,2.728857637,0.206718346,0.607235142,0.186046511,0.055555555,0.125,2.796962208,0.12392192,0.26475548,0.06070826,0.20404722,3.149608384,0.325441111,6.229619936,0.05612245,0.39030612,,76.36744186,107.1747826,102.4261327,102.997254,0.34690681,0.62526998,0.46391285,0.54176072,0.8791019,0.73287671,0.42033591,0.18565592,0.30957785,Logan Webb,17995,657277
2022,Spencer Strider,ATL,107.1,2.767080876,4.85294118,0.181818182,0.987577687,0.290178571,1.919884361,0.225108225,0.419913419,0.354978354,0.134146341,0.085365853,2.203023733,0.1517094,0.38106236,0.07852194,0.30254042,2.406947807,0.847196515,10.36847182,0.05194805,0.35064935,,148.0335505,140.2905449,101.9367521,110.2090812,0.34307257,0.69297164,0.49465812,0.52472527,0.8024911,0.69330454,0.4332265,0.15758547,0.30929487,Spencer Strider,27498,675911
2022,Braxton Garrett,MIA,88,3.579545765,3.75,0.253687316,1.250000108,0.320833333,3.555612858,0.214574898,0.477732793,0.307692307,0.092105263,0.118421052,3.504568248,0.1183844,0.24128686,0.06434316,0.1769437,3.522425358,0.023932907,9.234034703,0.07228916,0.38554217,,68.77290503,93.89239358,101.3046057,98.85157013,0.36956522,0.63157895,0.48050139,0.53921569,0.92447917,0.75362319,0.42339833,0.1908078,0.3091922,Braxton Garrett,21844,666129
2023,Cristopher Sánchez,PHI,98.1,3.477966282,5.9375,0.235294118,1.057627173,0.273764259,4.017752263,0.17090909,0.57090909,0.258181818,0.070422535,0.225352112,3.096273991,0.11440386,0.24173028,0.04071247,0.20101781,3.338164242,-0.539785982,,0.08243728,0.40501792,,,82.81459198,101.0275242,99.62441217,0.37439614,0.61797753,0.47898001,0.58709677,0.9012987,0.76115108,0.42935906,0.19434873,0.30875258,Cristopher Sanchez,20778,650911
2022,Bailey Falter,PHI,76.2,3.756521864,4.73333333,0.259259259,1.20000004,0.297169811,4.455909307,0.243362831,0.323008849,0.433628318,0.091836734,0.142857142,3.974294529,0.11661074,0.22327044,0.04716981,0.17610063,3.798332953,-0.699387443,11.05166169,0.07964602,0.37168142,,99.44645669,95.86568792,104.954698,102.8378356,0.3234375,0.67753623,0.48741611,0.59903382,0.85026738,0.76075731,0.46308725,0.19211409,0.30872483,Bailey Falter,20070,663559
