Season,Name,Team,IP,ERA,K/BB,AVG,WHIP,BABIP,LOB%,FIP,LD%,GB%,FB%,IFFB%,HR/FB,xFIP,SwStr%,K%,BB%,K-BB%,SIERA,E-F,FA-Z (sc),Barrel%,HardHit%,xERA,Stf+ FA,Stuff+,Location+,Pitching+,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,CStr%,CSW%,NameASCII,PlayerId,MLBAMID
2023,Eury Pérez,MIA,91.1,3.153284847,3.48387097,0.211143695,1.127737289,0.26146789,0.83333333,4.109055006,0.197368421,0.254385964,0.548245614,0.096,0.12,4.23681745,0.15669701,0.28877005,0.0828877,0.20588235,3.936630138,-0.955770158,10.78722567,0.10729614,0.40343348,,128.1035868,110.3022816,98.46870926,104.5449153,0.33956044,0.73076923,0.49869622,0.51779935,0.79824561,0.68496732,0.40677966,0.13654096,0.29323797,Eury Perez,27768,691587
2019,Domingo Germán,NYY,134.2,4.277227561,3.83783784,0.234165067,1.180693025,0.263610315,0.7768595,4.914504461,0.215425531,0.382978723,0.401595744,0.105960264,0.198675496,4.248935834,0.12922932,0.25266904,0.0658363,0.18683274,4.135468246,-0.6372769,8.824052245,0.08707124,0.39577836,,,,,,0.3495935,0.68930958,0.49295113,0.59767442,0.83521809,0.73784557,0.42199248,0.16400376,0.29323308,Domingo German,17149,593334
2019,Matt Strahm,SDP,81.2,5.289796577,4.76470588,0.271903323,1.310204245,0.307359307,0.73770492,5.062989298,0.229508196,0.336065573,0.434426229,0.075471698,0.179245283,4.62040749,0.10419907,0.22946176,0.04815864,0.18130312,4.285412629,0.226807279,7.312948584,0.112,0.42,,,,,,0.31393568,0.68246445,0.49533437,0.68780488,0.83796296,0.78963893,0.49222395,0.18895801,0.29315708,Matt Strahm,13799,621381
2022,Jon Gray,TEX,127.1,3.958115341,3.43589744,0.220588235,1.130890098,0.270769231,0.70522979,3.803530506,0.205882352,0.44117647,0.352941176,0.1,0.141666666,3.463040925,0.11639185,0.2571977,0.07485605,0.18234165,3.555689335,0.154584836,7.406997886,0.06140351,0.38011696,,79.86679463,101.5656159,102.0346266,99.98540252,0.34804754,0.66628959,0.48448109,0.63414634,0.84719864,0.75975976,0.42870999,0.17652764,0.2929195,Jon Gray,14916,592351
2021,Tyler Mahle,CIN,180,3.75,3.28125,0.230656934,1.233333333,0.297117517,0.77620968,3.803367456,0.211206896,0.422413793,0.36637931,0.129411764,0.14117647,3.736376131,0.11420526,0.27667984,0.08432148,0.19235837,3.815538151,-0.053367456,9.883150873,0.06526316,0.33894737,,110.3522098,105.671548,104.8893808,105.3359752,0.30068098,0.67443667,0.45118899,0.6358885,0.8202765,0.74687933,0.40269086,0.17866083,0.29286608,Tyler Mahle,16358,641816
2019,Patrick Corbin,WSN,202,3.252475248,3.4,0.221784777,1.183168317,0.29,0.77255278,3.486286703,0.179337231,0.495126705,0.325536062,0.047904191,0.143712574,3.586273744,0.14277054,0.28502994,0.08383234,0.20119761,3.878626454,-0.233811456,9.052636871,0.08778626,0.38740458,,,,,,0.35809524,0.66388657,0.4692331,0.51994681,0.86180905,0.69573643,0.36344347,0.15004547,0.292816,Patrick Corbin,9323,571578
2021,Blake Snell,SDP,128.2,4.196891524,2.46376812,0.211297071,1.321243628,0.29109589,0.7436919,3.822883915,0.23,0.396666666,0.373333333,0.071428571,0.142857142,3.742121407,0.12910098,0.30909091,0.12545455,0.18363636,4.016330851,0.374007609,11.27425474,0.11038961,0.40909091,,115.5732143,115.7979087,97.36338028,102.8416987,0.28611898,0.67700535,0.44184065,0.50990099,0.83412322,0.70781099,0.39838091,0.16318705,0.29228803,Blake Snell,13543,605483
2021,Frankie Montas,OAK,187,3.368983957,3.63157895,0.229691877,1.181818182,0.295687885,0.745,3.373242679,0.22,0.428,0.352,0.09090909,0.113636363,3.643444466,0.13705416,0.26606684,0.07326478,0.19280206,3.785165658,-0.004258721,10.31931759,0.08678501,0.42209073,,107.7725967,109.8887417,102.8497351,105.6735099,0.3588597,0.708636,0.50198151,0.58411215,0.83143508,0.72697368,0.40918098,0.15521797,0.29227213,Frankie Montas,14309,593423
2021,Corey Kluber,NYY,80,3.825,2.48484848,0.244224422,1.3375,0.309859155,0.74404762,3.845034122,0.196347031,0.424657534,0.378995433,0.096385542,0.096385542,4.375559829,0.12481315,0.24046921,0.09677419,0.14369502,4.37124045,-0.020034122,8.43987837,0.0678733,0.3438914,,68.18196721,101.9459459,99.73498498,100.7653904,0.34076828,0.66290019,0.46860987,0.56727273,0.86363636,0.73365231,0.39686099,0.16741405,0.2922272,Corey Kluber,2429,446372
2019,Tyler Mahle,CIN,129.2,5.136247794,3.79411765,0.263565891,1.311054242,0.306629834,0.66666667,4.656169142,0.216710182,0.46997389,0.313315926,0.066666666,0.208333333,3.990652604,0.0936228,0.23201439,0.06115108,0.17086331,4.163051775,0.480078652,8.078574491,0.06976744,0.36175711,,,,,,0.29795918,0.65720081,0.45816373,0.68219178,0.8595679,0.79565647,0.44595206,0.19855269,0.29217549,Tyler Mahle,16358,641816
2022,Chris Bassitt,NYM,181.2,3.418348815,3.40816327,0.232796486,1.144954193,0.281690141,0.77160494,3.657385161,0.171875,0.48828125,0.33984375,0.091954022,0.109195402,3.715647235,0.1004851,0.22416107,0.06577181,0.15838926,3.745443118,-0.239036345,7.784115746,0.06589147,0.32751938,,69.88783069,97.87792433,102.8704269,101.4161055,0.30429212,0.64981132,0.46292446,0.70736842,0.82462253,0.78293413,0.45911296,0.19161469,0.29209979,Chris Bassitt,12304,605135
2022,Hunter Greene,CIN,125.2,4.440318392,3.41666667,0.21987315,1.209549096,0.280701754,0.76323988,4.369725457,0.221498371,0.293159609,0.485342019,0.120805369,0.161073825,3.642205876,0.145,0.30885122,0.09039548,0.21845574,3.331366808,0.070592935,9.461523438,0.09385113,0.4012945,,135.5840506,130.5931694,100.4627505,105.4382969,0.31937984,0.72527473,0.48727273,0.55097087,0.7969697,0.70242537,0.41363636,0.14681818,0.29181818,Hunter Greene,22182,668881
2023,Corbin Burnes,MIL,193.2,3.392427028,3.03030303,0.198591549,1.068846872,0.243852459,0.74918567,3.812699597,0.22047244,0.440944881,0.338582677,0.075581395,0.127906976,3.804316645,0.1220383,0.25510204,0.08418367,0.17091837,4.021431089,-0.420272569,,0.05294118,0.32156863,,,127.3688713,102.1658769,106.5948009,0.33158722,0.67521368,0.46216304,0.57977883,0.86075949,0.7357695,0.3799935,0.16975008,0.29178838,Corbin Burnes,19361,669203
2019,Elieser Hernández,MIA,74.2,4.580356831,3.54545455,0.228873239,1.165178492,0.253968254,0.76177285,5.33008076,0.169154228,0.328358208,0.502487562,0.148514851,0.168316831,5.061015521,0.11636928,0.24761905,0.06984127,0.17777778,4.364942831,-0.749723929,9.985195653,0.07281553,0.32524272,,,,,,0.32357043,0.68531469,0.4840962,0.66810345,0.81377551,0.75961538,0.44375485,0.17532971,0.29169899,Elieser Hernandez,16933,622694
2019,Kyle Hendricks,CHC,177,3.457627119,4.6875,0.24383164,1.129943503,0.286538462,0.71820175,3.609489702,0.239005736,0.413001912,0.347992351,0.098901098,0.104395604,4.259407614,0.10266864,0.20547945,0.04383562,0.16164384,4.382316333,-0.151862583,8.257175611,0.04638219,0.3135436,,,,,,0.3509712,0.66141079,0.48962194,0.6870229,0.85821832,0.79031037,0.44662713,0.18902891,0.29169755,Kyle Hendricks,12049,543294
2022,Patrick Sandoval,LAA,148.2,2.905829795,2.51666667,0.242582897,1.338565114,0.316425121,0.76763485,3.092251628,0.21875,0.473557692,0.307692307,0.1015625,0.0625,3.667278239,0.13279022,0.23667712,0.09404389,0.14263323,3.941473899,-0.186421833,9.767724348,0.05687204,0.33886256,,69.70356506,95.17617491,98.14123416,98.2865141,0.35490463,0.6653144,0.4796251,0.5950096,0.82469512,0.72302464,0.40179299,0.15885947,0.29164969,Patrick Sandoval,19447,663776
2019,José Berríos,MIN,200.1,3.683860046,3.82352941,0.248081841,1.222961668,0.299465241,0.73529412,3.852944551,0.205172413,0.420689655,0.374137931,0.129032258,0.119815668,4.320453728,0.10823755,0.23159145,0.06057007,0.17102138,4.277128101,-0.169084506,8.299869534,0.06473595,0.32027257,,,,,,0.3643542,0.65121413,0.48882503,0.67337461,0.85536723,0.77857609,0.43390805,0.18326948,0.29150702,Jose Berrios,14168,621244
2023,Kyle Bradish,BAL,168.2,2.828063412,3.81818182,0.213247173,1.043478324,0.270022883,0.79075426,3.266898068,0.202672605,0.492204899,0.305122494,0.05839416,0.102189781,3.530786564,0.10976533,0.25037258,0.06557377,0.18479881,3.757434968,-0.438834656,7.426897204,0.06873614,0.41906874,,101.4655405,125.8281274,102.5230857,104.9851403,0.30486991,0.65408253,0.45564822,0.54266958,0.89127517,0.75873544,0.43176649,0.18168055,0.29144587,Kyle Bradish,24586,680694
2020,José Berríos,MIN,63,4,2.61538462,0.23553719,1.317460317,0.295180723,0.77540107,4.064435188,0.239766081,0.403508771,0.356725146,0.081967213,0.13114754,4.280707955,0.11615245,0.25092251,0.09594096,0.15498155,4.386688388,-0.064435188,8.887162642,0.06321839,0.39655172,,100.9318182,121.3745608,104.2241743,106.0941673,0.34384384,0.63302752,0.45825771,0.65502183,0.82246377,0.74653465,0.39564428,0.17513612,0.29128857,Jose Berrios,14168,621244
2023,Dylan Cease,CHW,177,4.576271186,2.70886076,0.247126437,1.418079096,0.330453564,0.6940874,3.723966913,0.248953974,0.359832635,0.391213389,0.085561497,0.101604278,4.075248145,0.1360711,0.27295918,0.10076531,0.17219388,4.099556928,0.852304273,11.04864641,0.06224066,0.41493776,,124.6986506,114.556319,96.73260736,103.6272393,0.31597052,0.70415648,0.46198651,0.52877138,0.83680556,0.70537492,0.3761496,0.15507202,0.29114312,Dylan Cease,18525,656302
2023,Cole Ragans,KCR,71.2,2.637209396,3.2962963,0.19379845,1.074418643,0.28313253,0.74525745,2.487598472,0.19760479,0.45508982,0.347305389,0.068965517,0.051724137,3.281473873,0.15017065,0.31118881,0.09440559,0.21678322,3.568011921,0.149610924,9.440849497,0.06508876,0.33727811,,105.1114943,102.1293671,100.9627004,103.312827,0.3372093,0.7375,0.50171233,0.56896552,0.78531073,0.6996587,0.4109589,0.14078498,0.29095563,Cole Ragans,21846,666142
2023,Reese Olson,DET,91.2,4.32000012,3.06451613,0.224783862,1.189090942,0.268907563,0.69690265,4.215040386,0.222222222,0.432539682,0.345238095,0.091954022,0.16091954,3.798766948,0.12032932,0.25065963,0.0817942,0.16886544,4.050150488,0.104959734,8.61451728,0.11111111,0.44047619,,93.36973094,104.2783156,100.2602785,100.8295093,0.3125,0.67507886,0.4581749,0.51864407,0.88785047,0.73720609,0.4017744,0.17036099,0.29069031,Reese Olson,24968,681857
2022,Lucas Giolito,CHW,161.2,4.89896938,2.90163934,0.27014218,1.435051637,0.340277778,0.71146245,4.058822814,0.246696035,0.385462555,0.367841409,0.047904191,0.143712574,3.658132214,0.12168543,0.25358166,0.08739255,0.16618911,3.787852371,0.840146567,10.59851084,0.0745614,0.39035088,,82.61150038,92.6504,100.6463636,99.58778182,0.32145052,0.69182948,0.47293861,0.56596558,0.86136072,0.74270353,0.40900835,0.16890665,0.29059208,Lucas Giolito,15474,608337
2019,Alex Young,ARI,77,3.857143239,2.55555556,0.22972973,1.233766356,0.253521127,0.73979592,4.954269388,0.179372197,0.470852017,0.349775784,0.102564102,0.179487179,4.605672715,0.12769354,0.21165644,0.08282209,0.12883436,4.694139919,-1.097126149,8.998857229,0.07488987,0.37004405,,,,,,0.34015345,0.69639066,0.47406225,0.58270677,0.85060976,0.73063973,0.37589785,0.16280926,0.29050279,Alex Young,18333,622065
2023,Luis Castillo,SEA,197,3.335025381,3.91071429,0.215924426,1.096446701,0.267206478,0.77007701,3.808339852,0.18689788,0.389210019,0.4238921,0.113636363,0.127272727,3.807006785,0.14708632,0.27306733,0.06982544,0.2032419,3.736773376,-0.473314471,7.723369285,0.09386973,0.41762452,,95.45453268,96.02040816,103.4849922,101.6859341,0.35456017,0.74667651,0.52011225,0.57838661,0.80712166,0.71702638,0.42220143,0.14334684,0.29043316,Luis Castillo,15689,622491
2019,Zack Greinke,- - -,208.2,2.932907062,6.23333333,0.225515464,0.982428019,0.271126761,0.75723831,3.218801808,0.217241379,0.451724137,0.331034482,0.0625,0.109375,3.74081867,0.10472213,0.2308642,0.03703704,0.19382716,3.959183813,-0.285894745,9.593547767,0.06112054,0.3327674,,,,,,0.35232068,0.6409203,0.46514616,0.67964072,0.85641026,0.77486188,0.39094121,0.18567298,0.29039512,Zack Greinke,1943,425844
2021,José Berríos,- - -,192,3.51562514,4.53333333,0.220527046,1.062500042,0.276767677,0.72263549,3.472117468,0.231517509,0.428015564,0.340466926,0.085714285,0.125714285,3.590676702,0.09858692,0.26120359,0.05761844,0.20358515,3.651366872,0.043507672,8.428591445,0.09090909,0.38297872,,88.44919255,107.867868,103.4096338,103.2329341,0.33990981,0.64696612,0.46795925,0.69154229,0.86114495,0.78932584,0.41702267,0.19158725,0.29017417,Jose Berrios,14168,621244
2023,Yu Darvish,SDP,136.1,4.555012395,3.27906977,0.256214149,1.298288557,0.318681319,0.71339174,4.025211537,0.234210526,0.415789473,0.35,0.135338345,0.135338345,3.921757621,0.10680487,0.2456446,0.07491289,0.17073171,4.042111687,0.529800858,10.07424257,0.06806283,0.38219895,,121.6710027,111.9623104,101.7700268,106.0101695,0.30280528,0.65572139,0.46278755,0.60762943,0.85887709,0.76900585,0.45331529,0.1829653,0.28977017,Yu Darvish,13074,506433
2022,Blake Snell,SDP,128,3.375,3.35294118,0.213692946,1.203125,0.306666667,0.74679943,2.799931002,0.207119741,0.365695792,0.427184466,0.09090909,0.083333333,3.209374449,0.14737292,0.31962617,0.0953271,0.22429907,3.203361367,0.575068998,11.21010291,0.07395498,0.38906752,,110.8172308,116.6227778,99.09606838,105.8225641,0.3390411,0.70828604,0.47800085,0.52525253,0.82371795,0.69168901,0.3763349,0.1422469,0.28961982,Blake Snell,13543,605483
2023,Tanner Houck,BOS,106,5.009433962,2.41463415,0.25,1.367924528,0.297029703,0.68493151,4.434285643,0.193650793,0.53015873,0.276190476,0.057471264,0.16091954,4.074300761,0.12858783,0.21382289,0.08855292,0.12526998,4.330479929,0.57514832,5.071462289,0.06624606,0.4384858,,94.69884393,101.3144592,100.2496241,100.0083864,0.32114625,0.68363136,0.47268545,0.55076923,0.84305835,0.72749392,0.41805635,0.16073479,0.28932262,Tanner Houck,19879,656557
2019,Dylan Bundy,BAL,161.2,4.787628263,2.79310345,0.253144654,1.354639005,0.296629213,0.70498915,4.729473203,0.208510638,0.414893617,0.376595744,0.11299435,0.163841807,4.575387291,0.12850972,0.23142857,0.08285714,0.14857143,4.54073316,0.058155061,10.8732334,0.05274262,0.3185654,,,,,,0.35652709,0.67417678,0.48848092,0.57340242,0.85861183,0.73691968,0.41540677,0.16054716,0.28905688,Dylan Bundy,12917,605164
2020,Germán Márquez,COL,81.2,3.746938542,2.92,0.244514107,1.261224411,0.3,0.65539112,3.277133596,0.232653061,0.506122448,0.261224489,0.046875,0.09375,3.833174738,0.1223491,0.2122093,0.07267442,0.13953488,4.27492856,0.469804946,8.092967405,0.04878049,0.40243902,,74.86864407,96.91537204,102.1633688,100.2636141,0.30606061,0.70318021,0.48939641,0.53465347,0.85929648,0.75,0.46166395,0.16639478,0.28874388,German Marquez,15038,608566
2023,Aaron Civale,- - -,122.1,3.457765704,3.51515152,0.233905579,1.160762955,0.286982249,0.76804916,3.565667066,0.220930232,0.389534883,0.389534883,0.126865671,0.089552238,4.101491063,0.1,0.23015873,0.06547619,0.16468254,4.152753836,-0.107901362,10.64018446,0.06571429,0.36,,75.7608871,104.6377665,105.5629995,103.6937551,0.33757422,0.65259349,0.46762948,0.67336683,0.86876155,0.78594249,0.41284861,0.18855721,0.28855721,Aaron Civale,19479,650644
2022,Alex Wood,SFG,130.2,5.096939172,4.36666667,0.257309942,1.239796015,0.315068493,0.6391478,3.762941256,0.207894736,0.481578947,0.310526315,0.059322033,0.144067796,3.408478905,0.11031711,0.23603604,0.05405405,0.18198198,3.453879785,1.333997916,,0.07068063,0.39267016,,,108.4036618,102.1470615,102.0201175,0.33491686,0.66495902,0.47878517,0.64775414,0.84899846,0.76958955,0.43590889,0.17820456,0.28852166,Alex Wood,13781,622072
2021,Yusei Kikuchi,SEA,157,4.414012739,2.62903226,0.242070117,1.318471338,0.288508557,0.74626866,4.609524568,0.212962962,0.483796296,0.30324074,0.038167938,0.20610687,3.846030547,0.1245121,0.24474474,0.09309309,0.15165165,4.159408894,-0.195511829,9.519939845,0.11009174,0.47018349,,109.273713,101.6700898,98.82647403,99.27317454,0.32648725,0.67362924,0.4822335,0.56399132,0.84754522,0.7417004,0.44865287,0.16393443,0.28844653,Yusei Kikuchi,20633,579328
2022,Framber Valdez,HOU,201.1,2.816225237,2.89552239,0.221628838,1.157284797,0.284926471,0.7567804,3.057795239,0.174545454,0.665454545,0.16,0.09090909,0.125,2.994579215,0.11265739,0.23458283,0.08101572,0.15356711,3.138250231,-0.241570002,5.119379726,0.05765766,0.41441441,,57.7853211,102.6363516,96.86066335,98.58703151,0.3058104,0.65604634,0.46618037,0.526,0.88631347,0.75817923,0.45789125,0.17561299,0.28827038,Framber Valdez,17295,664285
2023,Lucas Giolito,- - -,184.1,4.882459397,2.79452055,0.237359551,1.312839082,0.274089936,0.72830579,5.267698622,0.181818181,0.361660079,0.456521739,0.142857142,0.177489177,4.448119522,0.12253829,0.25692695,0.09193955,0.16498741,4.206640096,-0.385239225,10.65061743,0.11023622,0.41338583,,83.73572496,94.52491613,101.120716,100.684848,0.30235043,0.70030349,0.46677116,0.55123675,0.85048754,0.73673606,0.41316614,0.16567677,0.28821507,Lucas Giolito,15474,608337
2021,Shohei Ohtani,LAA,130.1,3.176470712,3.54545455,0.204592902,1.089514109,0.269480519,0.79389313,3.515302678,0.194968553,0.449685534,0.355345911,0.088495575,0.132743362,3.548854498,0.12925506,0.29268293,0.08255159,0.21013133,3.607372317,-0.338831966,9.145001467,0.07120743,0.3993808,,97.8956278,117.739201,98.30436954,105.2506034,0.30226244,0.69197397,0.47952639,0.53892216,0.830721,0.73045267,0.4548594,0.15885545,0.28811051,Shohei Ohtani,19755,660271
2021,Jon Gray,COL,149,4.590604027,2.70689655,0.242214533,1.32885906,0.2975,0.69648924,4.223725398,0.180722891,0.484337349,0.334939759,0.057553956,0.151079136,4.037459194,0.10997241,0.24378882,0.09006211,0.15372671,4.165934511,0.366878629,6.452518188,0.06888361,0.37767221,,91.34904722,99.81589117,100.4698738,99.43706625,0.25811103,0.68,0.44934963,0.53631285,0.85549872,0.75526316,0.45329129,0.17776902,0.28774143,Jon Gray,14916,592351
2021,Framber Valdez,HOU,134.2,3.141089346,2.15517241,0.218687873,1.247524847,0.267759563,0.78298397,4.009143097,0.148541114,0.702917771,0.148541114,0.035714285,0.214285714,3.584422365,0.10191388,0.21853147,0.1013986,0.11713287,3.791853184,-0.868053751,5.901016671,0.05820106,0.44444444,,66.25142857,103.2013882,93.89607468,95.45552896,0.27446103,0.62018141,0.42049808,0.5407855,0.88848263,0.75740319,0.42241379,0.18564593,0.28755981,Framber Valdez,17295,664285
2022,Tony Gonsolin,LAD,130.1,2.140665045,3.4,0.17211329,0.874680341,0.20668693,0.83820663,3.281228962,0.17699115,0.430678466,0.392330383,0.052631578,0.082706766,3.69470057,0.12307692,0.23895582,0.07028112,0.1686747,3.739434374,-1.140563917,10.2904209,0.05588235,0.34411765,,76.93624842,101.509687,100.1097367,101.873075,0.3359443,0.70323326,0.49379653,0.5880829,0.85385878,0.75075377,0.42977667,0.16426799,0.28734491,Tony Gonsolin,19388,664062
2019,David Price,BOS,107.1,4.276397718,4,0.257683215,1.313664659,0.335714286,0.70731707,3.623947383,0.23549488,0.409556313,0.354948805,0.115384615,0.144230769,3.734606504,0.1122449,0.27947598,0.069869,0.20960699,3.853162151,0.652450335,8.487413406,0.07457627,0.38305085,,,,,,0.30027804,0.7164751,0.47529538,0.66358025,0.82174688,0.76384181,0.42051557,0.17508056,0.28732546,David Price,3184,456034
2022,Luis Garcia,HOU,157.1,3.718220459,3.34042553,0.220168067,1.131355969,0.260240964,0.74250681,3.932346282,0.188073394,0.376146788,0.435779816,0.1,0.121052631,3.819656788,0.13047002,0.24416796,0.07309487,0.1710731,3.771450706,-0.214125823,10.74020145,0.07762557,0.3630137,,96.54210019,101.4474666,99.87957033,101.3003243,0.33355932,0.71601208,0.48743922,0.57926829,0.83825598,0.73233583,0.40235008,0.15680713,0.28727715,Luis Garcia,23735,677651
2019,Clayton Kershaw,LAD,177.1,3.045112869,4.58536585,0.21969697,1.048872211,0.263513514,0.84005376,3.873783931,0.188596491,0.480263157,0.33114035,0.165562913,0.185430463,3.514968628,0.12848531,0.26742532,0.05832148,0.20910384,3.774327324,-0.828671061,11.12863309,0.06144068,0.32627119,,,,,,0.34891376,0.71629956,0.50602864,0.55660377,0.8696187,0.74609084,0.42765637,0.15862849,0.28711379,Clayton Kershaw,2036,477132
2021,Adbert Alzolay,CHC,106.1,5.163009651,3.34375,0.235872236,1.203761813,0.260869565,0.70422535,5.135551458,0.202054794,0.448630136,0.349315068,0.088235294,0.235294117,3.893842341,0.11515513,0.24099099,0.07207207,0.16891892,4.023253549,0.027458193,10.08024701,0.11,0.39666667,,97.24480287,98.47289552,103.1058507,103.0049552,0.33510638,0.66032609,0.47792363,0.63174603,0.84156379,0.75905119,0.43914081,0.17183771,0.28699284,Adbert Alzolay,17859,640470
2023,Max Scherzer,- - -,152.2,3.772925827,3.86666667,0.22027972,1.120087355,0.264864865,0.81001473,4.322725967,0.182278481,0.331645569,0.486075949,0.135416666,0.145833333,4.017770962,0.13325233,0.28019324,0.07246377,0.20772947,3.772067064,-0.54980014,9.166002798,0.08542714,0.36934673,,103.8105079,101.2601178,103.3653538,102.9128384,0.34527221,0.72029935,0.50791075,0.593361,0.82727273,0.73722045,0.4336714,0.15350344,0.28675577,Max Scherzer,3137,453286
2019,Ryan Yarbrough,TBR,85.2,4.307393508,6.45454545,0.22741433,0.980544864,0.265560166,0.61712846,3.587550376,0.191836734,0.444897959,0.363265306,0.123595505,0.101123595,4.288398593,0.11407767,0.20882353,0.03235294,0.17647059,4.20763022,0.719843131,6.504584831,0.064,0.28,,,,,,0.36079545,0.67857143,0.49757282,0.65748031,0.85041551,0.77073171,0.43042071,0.1723301,0.28640777,Ryan Yarbrough,16502,642232
2022,Jordan Montgomery,- - -,178.1,3.48224309,4.38888889,0.233823529,1.093457975,0.275449102,0.75460829,3.611496436,0.208576998,0.475633528,0.315789473,0.074074074,0.129629629,3.425439478,0.12928177,0.21823204,0.04972376,0.16850829,3.609444701,-0.129253346,8.77288647,0.07088123,0.37356322,,77.66133909,99.92350186,102.1988309,101.1605151,0.36289819,0.70915619,0.50497238,0.64027539,0.82025316,0.74398249,0.41031308,0.15690608,0.28618785,Jordan Montgomery,16511,656756
2021,JT Brubaker,PIT,124.1,5.356568584,3.39473684,0.250509165,1.294906219,0.284431138,0.72629969,5.156629378,0.219718309,0.428169014,0.352112676,0.08,0.224,4.002837903,0.11985597,0.23977695,0.07063197,0.16914498,4.039940445,0.199939206,9.260745265,0.08839779,0.38674033,,74.10756303,90.67210499,101.5437468,98.35784869,0.31233596,0.69662921,0.47067901,0.55462185,0.86738351,0.74535519,0.41203704,0.16615226,0.28600823,JT Brubaker,17578,664141
2019,Max Fried,ATL,160.1,4.153846681,3.81818182,0.272870662,1.353430525,0.341573034,0.73727934,3.737918066,0.240700218,0.531728665,0.227571115,0.067307692,0.201923076,3.325511018,0.11424161,0.24597365,0.06442167,0.18155198,3.832632977,0.415928615,6.991688258,0.04291845,0.39699571,,,,,,0.32047872,0.67433303,0.46893091,0.59543568,0.8622101,0.7563786,0.41952914,0.17174836,0.28598997,Max Fried,13743,608331
2019,Chris Paddack,SDP,140.2,3.327014098,4.93548387,0.201506591,0.981042619,0.236619718,0.76923077,3.953345942,0.175202156,0.40161725,0.423180592,0.114649681,0.146496815,4.047933546,0.11447368,0.2693662,0.05457746,0.21478873,3.833167905,-0.626331844,10.73348964,0.06349206,0.32539683,,,,,,0.35967742,0.71346154,0.52105263,0.68609865,0.83692722,0.78030303,0.45614035,0.17149123,0.28596491,Chris Paddack,20099,663978
2021,James Kaprielian,OAK,111.1,3.799401371,2.825,0.227488152,1.221556942,0.270547945,0.80034423,4.310752737,0.170491803,0.35409836,0.475409836,0.103448275,0.117241379,4.623619593,0.10998398,0.24248927,0.08583691,0.15665236,4.318510611,-0.511351366,8.876698802,0.09385113,0.42718447,,72.01546287,83.10641026,99.3883547,94.53621795,0.29317981,0.69489247,0.4527496,0.64048338,0.83172147,0.75707547,0.39722371,0.17565403,0.28563801,James Kaprielian,18331,621076
2021,Dane Dunning,TEX,114.2,4.552325682,2.53488372,0.270693512,1.43023259,0.334355828,0.71984436,3.937476,0.199404761,0.538690476,0.261904761,0.113636363,0.136363636,3.931056236,0.09989201,0.2193159,0.08651911,0.13279678,4.19544049,0.614849682,3.959891579,0.07988166,0.43491124,,50.63333333,79.71165049,99.73829558,93.54487594,0.31255729,0.65965834,0.45518359,0.65982405,0.8625498,0.78054567,0.41090713,0.18574514,0.28563715,Dane Dunning,19409,641540
2021,Sean Manaea,OAK,179.1,3.914498252,4.73170732,0.254261364,1.226765834,0.317525773,0.77319588,3.655164248,0.221782178,0.41980198,0.358415841,0.099447513,0.138121546,3.623656133,0.12315436,0.25729443,0.05437666,0.20291777,3.679380564,0.259334005,7.633540941,0.08039216,0.41176471,,52.88695652,90.08552903,102.6350133,99.93710581,0.32532468,0.71527778,0.51375839,0.64271457,0.81747573,0.76028739,0.48322148,0.16241611,0.28557047,Sean Manaea,15873,640455
2019,James Paxton,NYY,150.2,3.823008333,3.38181818,0.239583333,1.280973278,0.313351499,0.76167076,3.864451866,0.190600522,0.38381201,0.425587467,0.141104294,0.141104294,4.031977676,0.14071295,0.29383886,0.08688784,0.20695103,3.933434193,-0.041443532,9.056737914,0.06666667,0.38461538,,,,,,0.33978079,0.71813285,0.49793621,0.57874763,0.80875,0.71740769,0.41801126,0.14484053,0.28555347,James Paxton,11828,572020
2022,Domingo Germán,NYY,70.2,3.693396359,3.11111111,0.237918216,1.1603774,0.262376238,0.77903683,4.48507256,0.179245283,0.405660377,0.415094339,0.193181818,0.125,4.304966529,0.11398467,0.19243986,0.06185567,0.13058419,4.224831104,-0.791676201,9.37822198,0.07042254,0.41314554,,91.24083045,101.2446788,101.3449664,100.3095877,0.34201389,0.69444444,0.5,0.59390863,0.88,0.77203065,0.44827586,0.17145594,0.28544061,Domingo German,17149,593334
2023,David Peterson,NYM,103,5.242718447,2.55319149,0.281862745,1.572815534,0.363970588,0.73305671,4.458923855,0.197183098,0.542253521,0.26056338,0.04054054,0.216216216,3.627351328,0.12324324,0.26086957,0.10217391,0.15869565,4.007088499,0.783794592,8.242024422,0.08333333,0.4375,,75.77089844,89.475,96.71860087,94.28909978,0.31972198,0.66954023,0.45154304,0.58152174,0.84120172,0.72661871,0.37682729,0.16216216,0.28540541,David Peterson,20302,656849
2023,Kenta Maeda,MIN,101,4.277227723,4.30769231,0.240932642,1.178217822,0.298449612,0.73293173,3.958010657,0.202952029,0.324723247,0.472324723,0.09375,0.125,3.993941592,0.125,0.26987952,0.0626506,0.20722892,3.783375487,0.319217066,8.667181356,0.08029197,0.41605839,,75.91214128,105.1788156,102.9467643,101.8159341,0.33877551,0.69908815,0.48351648,0.5873494,0.85217391,0.74116162,0.4017094,0.16036585,0.28536585,Kenta Maeda,18498,628317
